name,Location,URL,Avg Stars,Your Stars,Route Type,grade,Pitches,Length,Area Latitude,Area Longitude,id
Stern Farmer Full,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/126673745/stern-farmer-full,4,-1,Trad,5.12d,1,150,47.81847,-121.57139,796
Waq̓waq̓us,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124098600/waqwaqus,4,-1,Trad,5.13a/b,1,130,47.81847,-121.57139,797
Project,The Blues Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/127017206/project,3,-1,Sport,5.13,1,80,47.81993,-121.5696,798
Two-Headed Boy,(e) Sport Wall > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/124532387/two-headed-boy,3,-1,Sport,5.13b/c,1,70,47.82379,-121.566,799
Symptom of the Universe,Madsen's Ledge > (f) Central Wall Area > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/123699825/symptom-of-the-universe,4,-1,Sport,5.13+,1,80,47.82382,-121.56547,800
The Herbivore,Rattletale Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/123916019/the-herbivore,3,-1,Sport,5.14a,2,150,47.8243,-121.5613,801
Bobcat Reality,(F) Michal's Slab > (a) West Side > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/123547354/bobcat-reality,3,-1,Trad,5.14-,1,40,47.82514,-121.55905,802
Leggo my Ego,Leggo my Ego Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108269373/leggo-my-ego,3.8,-1,Boulder,V6,1,,47.81749,-121.59801,803
Leggo Arete,Leggo my Ego Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/109177010/leggo-arete,2.7,-1,Boulder,V2-,1,,47.81749,-121.59801,804
Zelda Rails,Zelda > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114417608/zelda-rails,3.1,-1,Boulder,V4,1,,47.82262,-121.55947,805
The Network,The Network Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113748663/the-network,3.7,-1,Boulder,V5,1,,47.8317,-121.51994,806
Sigmund Freud,Leggo my Ego Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/116694028/sigmund-freud,2.9,-1,Boulder,V4,1,,47.81749,-121.59801,807
The Engineer,Engineer > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/112812299/the-engineer,3.9,-1,Boulder,V7,1,20,47.82262,-121.55947,808
Gimme Back My ID,Leggo my Ego Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114424926/gimme-back-my-id,3,-1,Boulder,V5,1,,47.81749,-121.59801,809
Zelda Rails Right,Zelda > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119486557/zelda-rails-right,3.6,-1,Boulder,V5,1,,47.82262,-121.55947,810
Midnite,Midnite Boulder > Lookout Trail Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108227734/midnite,4,-1,Boulder,V9,1,15,47.82318,-121.55852,811
Roof Crack,Open Book Boulder > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114417549/roof-crack,2.8,-1,Boulder,V3,1,,47.82262,-121.55949,812
Sun Sail,Sun Sail Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117401952/sun-sail,3.4,-1,Boulder,V3,1,,47.83178,-121.52002,813
Finger Crack,Hittin’ The Rail Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/116578218/finger-crack,2.9,-1,Boulder,V3,1,,47.81721,-121.60166,814
Stackin' Legos,Leggo my Ego Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/112817951/stackin-legos,3.7,-1,Boulder,V8,1,,47.81749,-121.59801,815
River Slab,Chutzpah Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108259921/river-slab,2.8,-1,Boulder,V3,1,,47.81714,-121.60187,816
Dreamscape,Dreamscape Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/115364278/dreamscape,3.9,-1,Boulder,V7,1,12,47.83171,-121.51995,817
Hueco Man,Hueco Rock > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113482478/hueco-man,3.6,-1,Boulder,V1,1,,47.81716,-121.60151,818
River Arete,Chutzpah Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108259924/river-arete,3.4,-1,Boulder,V7,1,,47.81714,-121.60187,819
Chinook,Leggo my Ego Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114425314/chinook,2.1,-1,Boulder,V3,1,12,47.81749,-121.59801,820
Hagakure,Hagakure Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/118772953/hagakure,4,-1,Boulder,V12,1,,47.81751,-121.59809,821
Hittin The Rail,Hittin’ The Rail Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/115438028/hittin-the-rail,3.3,-1,Boulder,V5,1,,47.81721,-121.60166,822
Chutzpah Stand,Chutzpah Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122317066/chutzpah-stand,3.7,-1,Boulder,V8,1,,47.81714,-121.60187,823
Robot Heart,Robot Heart Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/115364390/robot-heart,3.9,-1,Boulder,V8,1,14,47.83197,-121.51984,824
The Architect,Engineer > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/112817987/the-architect,3.8,-1,Boulder,V10,1,18,47.82262,-121.55947,825
Yellow Fever / Boxcar Arete,Boxcar Boulder > Lower Wall & Lower Lump Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106051498/yellow-fever-boxcar-arete,3.8,-1,Boulder,V7,1,20,47.8185,-121.5705,826
The Disaster Artist,Engineer > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121719810/the-disaster-artist,4,-1,Boulder,V7,1,20,47.82262,-121.55947,827
Ocarina of Time,Zelda > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114578065/ocarina-of-time,3,-1,Boulder,V3,1,12,47.82262,-121.55947,828
SLC Punk,SLC Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120376223/slc-punk,4,-1,Boulder,V13,1,12,47.83199,-121.52022,829
Anansi,Anansi Boulder > Galena Major Bouldering > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/118712994/anansi,4,-1,Boulder,V8,1,,47.85896,-121.47512,830
Paraphernalia,Pipe Boulder > Lookout Trail Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113615564/paraphernalia,4,-1,Boulder,V1,1,10,47.82377,-121.56002,831
The Enigma,Flower Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122663233/the-enigma,3.9,-1,Boulder,V4,1,,47.8172,-121.6018,832
Sky Bison,Sky Bison Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122971562/sky-bison,4,-1,Boulder,V7,1,,47.83177,-121.52035,833
Space Cadets,Space Cadets Boulder > Lookout Trail Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113615679/space-cadets,4,-1,Boulder,V2,1,10,47.82397,-121.56082,834
Appa,Sky Bison Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122971634/appa,4,-1,Boulder,V2,1,,47.83177,-121.52035,835
The Mouse,The Garden Boulder > Inner Wall Trail > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113061518/the-mouse,3.8,-1,Boulder,V4,1,20,47.81798,-121.57343,836
Built to Last,Built to Last Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/123542500/built-to-last,4,-1,Boulder,V8 PG13,1,35,47.82628,-121.61759,837
Chutzpah,Chutzpah Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108259917/chutzpah,3.7,-1,Boulder,V10,1,,47.81714,-121.60187,838
All of the Above,All of the Above Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108259936/all-of-the-above,3.8,-1,Boulder,V12,1,20,47.8172,-121.6018,839
Yin Yang,Yin Yang Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119294851/yin-yang,3.6,-1,Boulder,V7,1,,47.83177,-121.52012,840
The Jewel,The Gemstone Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/116815721/the-jewel,2.8,-1,Boulder,V3,1,,47.81719,-121.60179,841
Zelda Dyno,Z Dyno > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114588842/zelda-dyno,2.8,-1,Boulder,V4,1,10,47.82262,-121.55947,842
The Tube,Hueco Rock > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113482487/the-tube,3.9,-1,Boulder,V2,1,,47.81716,-121.60151,843
The Jewel (Low Start),The Gemstone Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117625131/the-jewel-low-start,3.2,-1,Boulder,V7,1,15,47.81719,-121.60179,844
Goose Bumps,Sun Sail Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119467919/goose-bumps,3.1,-1,Boulder,V2,1,,47.83178,-121.52002,845
Open Book Corner,Open Book Boulder > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117375383/open-book-corner,2.4,-1,Boulder,V1,1,,47.82262,-121.55949,846
Where the Wild Things Go,Solaris Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119467888/where-the-wild-things-go,2.7,-1,Boulder,V2,1,,47.83166,-121.52011,847
Money Badger,Dreamscape Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121066140/money-badger,3.6,-1,Boulder,V6,1,,47.83171,-121.51995,848
Desperate Attention,Desperate Attention > Quarry Boulders > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119327674/desperate-attention,3.7,-1,Boulder,V5,1,,47.83323,-121.51779,849
Breath of the Wild,Zelda > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122013889/breath-of-the-wild,3.4,-1,Boulder,V6,1,10,47.82262,-121.55947,850
Flying Honey Badger,Flying Honey Badger Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113748622/flying-honey-badger,3.3,-1,Boulder,V7,1,,47.83166,-121.51998,851
Right Arête,Midnite Boulder > Lookout Trail Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/118006133/right-arete,2.5,-1,Boulder,V3,1,,47.82318,-121.55852,852
Meadow and Spicer,Duck Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/107296745/meadow-and-spicer,2.8,-1,"Trad, Boulder",5.10a/b V2-3,3,200,47.8249,-121.5601,853
Hittin' The Rail (Stand),Hittin’ The Rail Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120185772/hittin-the-rail-stand,2.8,-1,Boulder,V3,1,15,47.81721,-121.60166,854
Solaris,Solaris Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113748559/solaris,3,-1,Boulder,V6+,1,,47.83166,-121.52011,855
The Undergrad,Unnamed by Engineer > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117117853/the-undergrad,2.5,-1,Boulder,V6,1,,47.82255,-121.55943,856
Scoop Slab,Open Book Boulder > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117375431/scoop-slab,2.2,-1,Boulder,V1,1,,47.82262,-121.55949,857
Face Crack,First Boulder > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117135154/face-crack,2.4,-1,Boulder,V5,1,15,47.82262,-121.55947,858
High and Dry,High and Dry boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120080611/high-and-dry,3,-1,Boulder,V4-5,1,,47.81735,-121.60198,859
Damn the River,Sentry Box Boulder > Lower Wall & Lower Lump Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/111620469/damn-the-river,3,-1,Boulder,V2,1,25,47.81729,-121.57548,860
Mr. Hollow Head,Mr. Hollow Head Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113748599/mr-hollow-head,2.8,-1,Boulder,V4,1,,47.83169,-121.52004,861
Spanish Fly,The Network Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119359272/spanish-fly,3,-1,Boulder,V8,1,,47.8317,-121.51994,862
Conscious Sedation,Mr. Hollow Head Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113748587/conscious-sedation,3,-1,Boulder,V3,1,,47.83169,-121.52004,863
The Nug,The Diamond > The Diamond Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/118960832/the-nug,3,-1,"Sport, TR, Boulder",5.12 V6-7,1,30,47.8253,-121.561,864
Seneca,Flying Honey Badger Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121228746/seneca,2.8,-1,Boulder,V4+,1,10,47.83166,-121.51998,865
A Link to the Past,Zelda > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122701742/a-link-to-the-past,2.8,-1,Boulder,V4-,1,,47.82262,-121.55947,866
[Redacted],Moth Boulder > Galena Major Bouldering > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/118683332/redacted,3,-1,Boulder,V7,1,,47.85805,-121.46702,867
Carls,Hueco Rock > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122992069/carls,2.8,-1,Boulder,V0+,1,,47.81716,-121.60151,868
Boulder Drop Slab,Hueco Rock > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122992076/boulder-drop-slab,3,-1,Boulder,V0+,1,,47.81716,-121.60151,869
Everything Is Awesome,Leggo my Ego Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120176794/everything-is-awesome,3,-1,Boulder,V9-,1,,47.81749,-121.59801,870
Chinook Traverse,Leggo my Ego Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114425347/chinook-traverse,2,-1,Boulder,V4-,1,12,47.81749,-121.59801,871
Banking on the Pig,Midnite Boulder > Lookout Trail Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/118114539/banking-on-the-pig,2.8,-1,Boulder,V7,1,,47.82318,-121.55852,872
The Millipede,Rattletale Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/112876339/the-millipede,3.5,-1,"TR, Boulder",V2,1,,47.8243,-121.5613,873
Camel Surfing,All of the Above Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120229592/camel-surfing,3,-1,Boulder,V6,1,10,47.8172,-121.6018,874
Majora Center,Majora Boulder > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122623077/majora-center,3.3,-1,Boulder,V4,1,,47.82265,-121.55951,875
Wonder,Wonder Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122989555/wonder,3.3,-1,Boulder,V10-,1,,47.81718,-121.60172,876
Rock Island Line,Rock Island Line > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120119388/rock-island-line,3,-1,Boulder,V6,1,12,47.81728,-121.6026,877
Encino Falls,Pipeline Boulder > Quarry Boulders > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119575611/encino-falls,3,-1,Boulder,V5-6,1,12,47.83316,-121.51781,878
Kid Hops,Flattop Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/118772973/kid-hops,3.5,-1,Boulder,V10,1,,47.81724,-121.60193,879
Wizard Shit,Wizard Shit Boulder > Galena Major Bouldering > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/118683417/wizard-shit,3,-1,Boulder,V7,1,,47.85854,-121.46795,880
Grog,The Network Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121252742/grog,3,-1,Boulder,V8,1,10,47.8317,-121.51994,881
Hanging Slab,Hanging Slab Boulder > Lookout Trail Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119200778/hanging-slab,3,-1,Boulder,V4,1,,47.82289,-121.55889,882
Slug trail,Country wall bouldering > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122976778/slug-trail,3,-1,Boulder,V7,1,15,47.81876,-121.57069,883
Open Dyno Project,Upper Rhythm > The Rhythm Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122847736/open-dyno-project,3,-1,"Sport, Boulder",5.11 V8,1,,47.82061,-121.56993,884
Incisor,Incisor Boulder > Heybrook Ridge > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121149549/incisor,3,-1,Boulder,V1,1,12,47.81604,-121.55372,885
El Sapo,Dreamscape Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121268328/el-sapo,3,-1,Boulder,V4,1,12,47.83171,-121.51995,886
Austrian Butt Plug,The Garden Boulder > Inner Wall Trail > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113061472/austrian-butt-plug,3,-1,Boulder,V4 R,1,30,47.81798,-121.57343,887
[Redacted],The Garden Boulder > Inner Wall Trail > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113061419/redacted,3,-1,Boulder,V4 R,1,30,47.81798,-121.57343,888
The Blunt,Pipe Boulder > Lookout Trail Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113615572/the-blunt,3,-1,Boulder,V2,1,,47.82377,-121.56002,889
The Pipe (Left),Pipe Boulder > Lookout Trail Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113615557/the-pipe-left,3,-1,Boulder,V0,1,10,47.82377,-121.56002,890
The Pipe (Right),Pipe Boulder > Lookout Trail Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113615549/the-pipe-right,3,-1,Boulder,V0,1,10,47.82377,-121.56002,891
Holy Smoke,Holy Smoke Boulder > Lookout Trail Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113615598/holy-smoke,3,-1,Boulder,V1,1,20,47.82374,-121.55955,892
Dragonspine,Dragonspine Boulder > Lookout Trail Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113615751/dragonspine,3,-1,Boulder,V0,1,20,47.82403,-121.56095,893
Yaqui Mind,Sky Bison Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122971593/yaqui-mind,3,-1,Boulder,V4,1,,47.83177,-121.52035,894
Cycle of Life,Sky Bison Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/122971616/cycle-of-life,3,-1,Boulder,V2,1,,47.83177,-121.52035,895
Unknown,Space Cadets Boulder > Lookout Trail Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113615670/unknown,3,-1,Boulder,V1,1,15,47.82397,-121.56082,896
"Ji'e'toh, Honor and Obligation",Hagakure Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/123426512/jietoh-honor-and-obligation,2.3,-1,Boulder,V5,1,15,47.81751,-121.59809,897
Roof Crack Left,Open Book Boulder > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117614062/roof-crack-left,2.3,-1,Boulder,V0,1,,47.82262,-121.55949,898
Superstition Slab,Superstition > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/114588799/superstition-slab,2.3,-1,Boulder,V1,1,10,47.82262,-121.55947,899
Unnamed,Z Dyno > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117135500/unnamed,1.9,-1,Boulder,V1,1,,47.82262,-121.55947,900
Majora,Majora Boulder > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/121318642/majora,2.9,-1,Boulder,V3,1,11,47.82265,-121.55951,901
Whaletale,Between the Cheeks Boulder > Zelda Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/116238031/whaletale,2.5,-1,Boulder,V2,1,20,47.82243,-121.56002,902
Unnamed,Hittin’ The Rail Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/117331168/unnamed,2.3,-1,Boulder,V3,1,,47.81721,-121.60166,903
The Wave,The Gemstone Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/116827303/the-wave,2.6,-1,Boulder,V9-,1,,47.81719,-121.60179,904
Gringo Starr,Sun Sail Boulder > Sasquatch Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/119467910/gringo-starr,2.7,-1,Boulder,V2,1,,47.83178,-121.52002,905
Woolly Mammoth,Midnite Boulder > Lookout Trail Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/120924612/woolly-mammoth,2.8,-1,Boulder,V-easy,1,,47.82318,-121.55852,906
Remote Control,Hueco Rock > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/113482493/remote-control,2.7,-1,Boulder,V1,1,,47.81716,-121.60151,907
Flower,Flower Boulder > River Boulders > ** Bouldering at Index > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/108261921/flower,2.4,-1,Boulder,V7-8,1,,47.8172,-121.6018,908
